"cardId","cardName","colorCosts","colorCostsColor","colorCostsCount","colors","counterLevel","damage","description","effectList","imageName","isPersistentSpell","isTO","level","power","rarity","reviveLevel","traits","types"
"test_32","水陸両用型偵察機","[{""S"":""blue""},{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","1","召喚時:相手のデッキの上から1枚を確認しデッキの上か下に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""cardView""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeckKey""},""options"":{""L"":[{""S"":""top""},{""S"":""bottom""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyDeckTop""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""DeckKey""},""options"":{""L"":[]},""type"":{""S"":""MoveDeck""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyDeckTop""}}}]}}}]","blue_monster_12","","false","4","4500","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_58","モリガイン","[{""S"":""green""}]","green","1","[{""S"":""green""}]","0","0","パワー+Xを得る。(Xは元々のパワー。)","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""duration"":{""S"":""""},""mode"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""""},""subValue"":{""N"":""0""},""keyword"":{""S"":""""},""type"":{""S"":""PowerAura""},""value"":{""N"":""0""},""valueFrom"":{""S"":""EquippedBasePower""},""target"":{""S"":""Equipped""}}}]}}}]","green_equip_1","","false","4","0","R","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_03","制覇翔竜グレイス","[{""S"":""red""},{""S"":""red""},{""S"":""red""}]","red","3","[{""S"":""red""}]","0","2","召喚時:相手のユニット1体を破壊する。\nゲイル\nクリティカル","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""aa""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""出た時、相手の場のモンスターを1体選び破壊する。""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""aa""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""type"":{""S"":""Select""},""keyword"":{""S"":""aa""},""value"":{""N"":""1""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""aa""},""duration"":{""S"":""UntilEndOfTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""DeleteTarget""},""subValue"":{""N"":""0""},""type"":{""S"":""Destroy""},""keyword"":{""S"":""aa""},""value"":{""N"":""1""},""target"":{""S"":""EnemyField""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Gail""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Critical""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","red_monster_3","","false","7","7000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_16","ジェットパック","[{""S"":""red""}]","red","1","[{""S"":""red""}]","0","0","ターン終了時まで自分のパワー5000以下のユニット1体は『ゲイル』を得る。","[{""M"":{""activationType"":{""S"":""Arts""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""power<=5000""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""SAGain""},""type"":{""S"":""Select""},""keyword"":{""S"":""SpeedAttacker""},""value"":{""S"":""1""},""target"":{""S"":""PlayerField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""UntilEndTurn""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""SAGain""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""SpeedAttacker""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","red_magic_4","","false","2","0","C","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"token_010","護衛機シールド","[{""S"":""yellow""}]","yellow","1","[{""S"":""yellow""}]","","1","プロテクト","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","","","","2","2500","C","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_19","マグマフィスト","[]","","0","[{""S"":""red""}]","0","0","攻撃時:相手のユニット1体はこのターン中プロテクトを失う。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""攻撃時:相手のユニット1体はこのターン中プロテクトを失う。""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""isProtect""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BlokedTarget""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BlokedTarget""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""LoseProtect""},""value"":{""N"":""0""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","red_equip_2","","false","2","0","C","0","[{""S"":""equip""}]","[{""S"":""equip""}]"
"test_54","ねずみどもの繁宴","[{""S"":""green""}]","green","2","[{""S"":""green""}]","4","0","『下等ネズミ』をお互いの場に出す。\nカウンター[4]","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""token_01""},""value"":{""S"":""1""},""target"":{""S"":""PlayerField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""S"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CreateToken""},""keyword"":{""S"":""token_01""},""value"":{""S"":""1""},""target"":{""S"":""EnemyField""}}}]}}}]","green_magic_2","","false","3","0","R","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_06","一撃離脱の拳闘士","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","1","ゲイル\nターン終了時[自]:このユニットを手札に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Gail""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnTurnEnd""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","red_monster_6","","false","3","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_01","赤ユニット","[{""S"":""red""},{""S"":""red""}]","red","2","[{""S"":""red""}]","0","1","攻撃後:ストーン5をパッシブにする事でこのユニットをアクティブにする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""description"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""sourceKey"":{""S"":""""},""deferred"":{""BOOL"":false},""type"":{""S"":""SelectOption""},""weights"":{""L"":[{""N"":""10""},{""N"":""40""},{""N"":""30""},{""N"":""15""},{""N"":""5""}]},""target"":{""S"":""PlayerField""},""duration"":{""S"":""""},""mode"":{""S"":""random""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""RandomSelectKey""},""subValue"":{""N"":""0""},""options"":{""L"":[{""S"":""token_001""},{""S"":""token_002""},{""S"":""token_003""},{""S"":""token_004""},{""S"":""token_005""}]},""keyword"":{""S"":""""},""prompt"":{""S"":""進化先決定中""},""value"":{""S"":""1""}}},{""M"":{""sourceKey"":{""S"":""""},""deferred"":{""BOOL"":false},""type"":{""S"":""Transform""},""target"":{""S"":""Self""},""duration"":{""S"":""""},""mode"":{""S"":""""},""targetFilter"":{""S"":""""},""selectionKey"":{""S"":""RandomSelectKey""},""subValue"":{""N"":""0""},""options"":{""BOOL"":false},""keyword"":{""S"":""""},""prompt"":{""S"":""""},""value"":{""N"":""0""}}}]}}}]","red_monster_1","","","5","2000","","","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_63","神衛輝装ルクシア","[{""S"":""yellow""},{""S"":""yellow""},{""S"":""yellow""}]","yellow","2","[{""S"":""yellow""}]","0","1","相手のユニットは全て『パワー−3000』を得る。相手のパワー2000以下のユニットは『ダメージ−1』を得る。\nプロテクト","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PowerAura""},""keyword"":{""S"":""""},""value"":{""S"":""-3000""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""DamageAura""},""keyword"":{""S"":""""},""value"":{""S"":""-1""},""target"":{""S"":""EnemyField""}}}]}}}]","yellow_monster_3","","false","8","6000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_40","人魚の踊り場","[{""S"":""blue""}]","blue","1","[{""S"":""blue""}]","0","0","発動時:1枚ドローする。\n発動中:相手プレイヤーは通常ドローに加えて追加で1枚ドローしてもよい。そうした場合自分も1枚ドローする。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""相手はドローフェイズに追加で1ドローしても良い。そうした場合自分も1ドロー。""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnOpponentPhaseStart_Draw""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""OpponentChoice""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""draw_offer""},""options"":{""L"":[{""S"":""yes""},{""S"":""no""}]},""type"":{""S"":""SelectOption""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""draw_offer""},""options"":{""L"":[]},""type"":{""S"":""CheckOption""},""keyword"":{""S"":""yes""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""options"":{""L"":[]},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""EnemyLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""options"":{""BOOL"":false},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}}]","blue_field","","false","2","0","C","0","[{""S"":""field""}]","[{""S"":""field""}]"
"test_70","エンジェルツインズ","[{""S"":""yellow""}]","yellow","1","[{""S"":""yellow""}]","0","1","破壊時:次の相手ターン終了時まで、相手はカラーチャージを1回しか行えない。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnDestroy""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""2""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""SetPlayerStatus""},""keyword"":{""S"":""AssignColorLimited1""},""value"":{""N"":""0""},""target"":{""S"":""EnemyLeader""}}}]}}}]","thunder_guardian","","false","2","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_49","ブーストバンブー","[{""S"":""green""}]","green","1","[{""S"":""green""}]","0","0","召喚時:このターンに2体以上のユニットを召喚していればストーン(パッシブ)を1つ獲得する。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAfterSecondCardEntersField""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""GainLevel""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""""}}}]}}}]","green_monster_9","","false","1","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_86","胎動する絶望","[{""S"":""black""}]","black","1","[{""S"":""black""}]","0","2","禁忌カウント7。(禁忌カウントの存在するカードは攻撃出来ず効果の発動も出来ない。)\n常時:禁忌カウントが存在するこのカードは他の効果の影響を受けず、攻撃対象にならない。\n常時:お互いのリーダーがダメージを受ける度に禁忌カウントを−1する。\nアサルト、クリティカル、\n攻撃時:お互いのストーンを全てパッシブにする。\n攻撃後(ターン1):このユニットをアクティブにし『ターン終了時までリーダーに攻撃出来ない。』を得る。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""登場時、封印2を得る""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnPlay""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""set""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CounterChange""},""keyword"":{""S"":""Seal""},""value"":{""S"":""1""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""IfHasCounter:Seal""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""封印中：攻撃・ブロック・対象不可""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Seal""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""IfHasCounter:Seal""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnDamage""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CounterChange""},""keyword"":{""S"":""Seal""},""value"":{""S"":""-1""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Critical""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Assault""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PayCost""},""keyword"":{""S"":""""},""value"":{""S"":""10""},""target"":{""S"":""PlayerLeader""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PayCost""},""keyword"":{""S"":""""},""value"":{""S"":""10""},""target"":{""S"":""EnemyLeader""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttackEnd""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""CallMethod""},""keyword"":{""S"":""Activate""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""1""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""BattleBuff""},""keyword"":{""S"":""UnAttackableLeader""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","black_champion","","false","1","10000","SR","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_46","異纏のファラナス","[{""S"":""green""}]","green","1","[{""S"":""green""}]","0","1","自分のフィールドに対応するユニットが存在する場合に効果を適用する。\n『赤ユニット パワーを+3000する。』『青ユニット 攻撃時:1枚ドローする。』『黄ユニット プロテクトを得る。』『黒ユニット リベンジャーを得る。』","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:red""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""赤がいれば+2000""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""PowerAura""},""keyword"":{""S"":""""},""value"":{""S"":""2000""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:blue""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnAttack""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""target"":{""S"":""PlayerLeader""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:yellow""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Blocker""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}},{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""HasMonsters:black""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""Passive""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""KeywordAura""},""keyword"":{""S"":""Slayer""},""value"":{""N"":""0""},""target"":{""S"":""Self""}}}]}}}]","green_monster_6","","false","2","1000","C","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
"test_33","メイルストローム","[{""S"":""blue""},{""S"":""blue""},{""S"":""blue""}]","blue","2","[{""S"":""blue""}]","6","0","自分の使用していないユニットゾーンの数まで相手のユニットを手札に戻す。自分の使用しているユニットゾーンの数までドローする。\nカウンター[6]","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""""},""type"":{""S"":""Draw""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}},{""M"":{""mode"":{""S"":""multiple""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""AllField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceKey""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""N"":""0""},""target"":{""S"":""""}}}]}}}]","blue_magic_1","","false","8","0","SR","0","[{""S"":""spell""}]","[{""S"":""spell""}]"
"test_30","不滅の海亀","[{""S"":""blue""},{""S"":""blue""},{""S"":""blue""}]","blue","3","[{""S"":""blue""}]","0","1","召喚時:相手のユニット1体を手札に戻す。","[{""M"":{""activationType"":{""S"":""""},""condition"":{""S"":""""},""oncePerTurn"":{""BOOL"":false},""description"":{""S"":""""},""optional"":{""BOOL"":false},""trigger"":{""S"":""OnSummon""},""actions"":{""L"":[{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceCards""},""type"":{""S"":""Select""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""EnemyField""}}},{""M"":{""mode"":{""S"":""""},""duration"":{""S"":""""},""sourceKey"":{""S"":""""},""targetFilter"":{""S"":""""},""subValue"":{""N"":""0""},""selectionKey"":{""S"":""BounceCards""},""type"":{""S"":""Bounce""},""keyword"":{""S"":""""},""value"":{""S"":""1""},""prompt"":{""S"":""""},""target"":{""S"":""""}}}]}}}]","blue_monster_10","","false","7","3000","R","0","[{""S"":""monster""}]","[{""S"":""monster""}]"
